family,dimension,item_id,prompt_id,run_id,0.6,1.0,1.5,1.7,2.0,4.0,7.0,8.0,12.0,14.0,27.0,32.0
deepseek-qwen,Individualism,49,1,3,,,75.0,,,,50.0,75.0,,50.0,,50.0
deepseek-qwen,Individualism,5,1,1,,,100.0,,,,100.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,5,1,2,,,100.0,,,,100.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,5,1,3,,,100.0,,,,100.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,50,1,1,,,50.0,,,,25.0,25.0,,50.0,,25.0
deepseek-qwen,Individualism,50,1,2,,,50.0,,,,25.0,25.0,,50.0,,25.0
deepseek-qwen,Individualism,50,1,3,,,50.0,,,,25.0,25.0,,50.0,,25.0
deepseek-qwen,Individualism,51,1,1,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,51,1,2,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,51,1,3,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,53,1,1,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,53,1,2,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,53,1,3,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,54,1,1,,,75.0,,,,100.0,25.0,,100.0,,75.0
deepseek-qwen,Individualism,54,1,2,,,75.0,,,,100.0,25.0,,100.0,,75.0
deepseek-qwen,Individualism,54,1,3,,,75.0,,,,100.0,25.0,,100.0,,75.0
deepseek-qwen,Individualism,55,1,1,,,0.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,55,1,2,,,0.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,55,1,3,,,0.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,56,1,1,,,75.0,,,,100.0,100.0,,100.0,,100.0
deepseek-qwen,Individualism,56,1,2,,,75.0,,,,100.0,100.0,,100.0,,100.0
deepseek-qwen,Individualism,56,1,3,,,75.0,,,,100.0,100.0,,100.0,,100.0
deepseek-qwen,Individualism,57,1,1,,,50.0,,,,100.0,100.0,,100.0,,100.0
deepseek-qwen,Individualism,57,1,2,,,50.0,,,,100.0,100.0,,100.0,,100.0
deepseek-qwen,Individualism,57,1,3,,,50.0,,,,100.0,100.0,,100.0,,100.0
deepseek-qwen,Individualism,58,1,1,,,50.0,,,,0.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,58,1,2,,,50.0,,,,0.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,58,1,3,,,50.0,,,,0.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,59,1,1,,,,,,,100.0,75.0,,75.0,,0.0
deepseek-qwen,Individualism,59,1,2,,,,,,,100.0,75.0,,75.0,,0.0
deepseek-qwen,Individualism,59,1,3,,,,,,,100.0,75.0,,75.0,,0.0
deepseek-qwen,Individualism,60,1,1,,,0.0,,,,0.0,0.0,,0.0,,0.0
deepseek-qwen,Individualism,60,1,2,,,0.0,,,,0.0,0.0,,0.0,,0.0
deepseek-qwen,Individualism,60,1,3,,,0.0,,,,0.0,0.0,,0.0,,0.0
deepseek-qwen,Individualism,61,1,1,,,75.0,,,,75.0,75.0,,100.0,,75.0
deepseek-qwen,Individualism,61,1,2,,,75.0,,,,75.0,75.0,,100.0,,75.0
deepseek-qwen,Individualism,61,1,3,,,75.0,,,,75.0,75.0,,100.0,,75.0
deepseek-qwen,Individualism,62,1,1,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,62,1,2,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,62,1,3,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,63,1,1,,,25.0,,,,25.0,25.0,,50.0,,25.0
deepseek-qwen,Individualism,63,1,2,,,25.0,,,,25.0,25.0,,50.0,,25.0
deepseek-qwen,Individualism,63,1,3,,,25.0,,,,25.0,25.0,,50.0,,25.0
deepseek-qwen,Individualism,64,1,1,,,0.0,,,,100.0,50.0,,75.0,,75.0
deepseek-qwen,Individualism,64,1,2,,,0.0,,,,100.0,50.0,,75.0,,75.0
deepseek-qwen,Individualism,64,1,3,,,0.0,,,,100.0,50.0,,75.0,,75.0
deepseek-qwen,Individualism,66,1,1,,,100.0,,,,100.0,100.0,,50.0,,50.0
deepseek-qwen,Individualism,66,1,2,,,100.0,,,,100.0,100.0,,50.0,,50.0
deepseek-qwen,Individualism,66,1,3,,,100.0,,,,100.0,100.0,,50.0,,50.0
deepseek-qwen,Individualism,67,1,1,,,25.0,,,,100.0,100.0,,25.0,,0.0
deepseek-qwen,Individualism,67,1,2,,,25.0,,,,100.0,100.0,,25.0,,0.0
deepseek-qwen,Individualism,67,1,3,,,25.0,,,,100.0,100.0,,25.0,,0.0
deepseek-qwen,Individualism,70,1,1,,,25.0,,,,25.0,,,50.0,,50.0
deepseek-qwen,Individualism,70,1,2,,,25.0,,,,25.0,,,50.0,,50.0
deepseek-qwen,Individualism,70,1,3,,,25.0,,,,25.0,,,50.0,,50.0
deepseek-qwen,Individualism,72,1,1,,,25.0,,,,0.0,25.0,,25.0,,25.0
deepseek-qwen,Individualism,72,1,2,,,25.0,,,,0.0,25.0,,25.0,,25.0
deepseek-qwen,Individualism,72,1,3,,,25.0,,,,0.0,25.0,,25.0,,25.0
deepseek-qwen,Individualism,73,1,1,,,75.0,,,,100.0,100.0,,50.0,,50.0
deepseek-qwen,Individualism,73,1,2,,,75.0,,,,100.0,100.0,,50.0,,50.0
deepseek-qwen,Individualism,73,1,3,,,75.0,,,,100.0,100.0,,50.0,,50.0
deepseek-qwen,Individualism,78,1,1,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,78,1,2,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,78,1,3,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,79,1,1,,,25.0,,,,50.0,50.0,,25.0,,25.0
deepseek-qwen,Individualism,79,1,2,,,25.0,,,,50.0,50.0,,25.0,,25.0
deepseek-qwen,Individualism,79,1,3,,,25.0,,,,50.0,50.0,,25.0,,25.0
deepseek-qwen,Individualism,8,1,1,,,0.0,,,,0.0,25.0,,25.0,,25.0
deepseek-qwen,Individualism,8,1,2,,,0.0,,,,0.0,25.0,,25.0,,25.0
deepseek-qwen,Individualism,8,1,3,,,0.0,,,,0.0,25.0,,25.0,,25.0
deepseek-qwen,Individualism,80,1,1,,,75.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,80,1,2,,,75.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,80,1,3,,,75.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,81,1,1,,,50.0,,,,100.0,50.0,,50.0,,75.0
deepseek-qwen,Individualism,81,1,2,,,50.0,,,,100.0,50.0,,50.0,,75.0
deepseek-qwen,Individualism,81,1,3,,,50.0,,,,100.0,50.0,,50.0,,75.0
deepseek-qwen,Individualism,84,1,1,,,75.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,84,1,2,,,75.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,84,1,3,,,75.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Individualism,85,1,1,,,100.0,,,,75.0,75.0,,50.0,,75.0
deepseek-qwen,Individualism,85,1,2,,,100.0,,,,75.0,75.0,,50.0,,75.0
deepseek-qwen,Individualism,85,1,3,,,100.0,,,,75.0,75.0,,50.0,,75.0
deepseek-qwen,Individualism,88,1,1,,,25.0,,,,100.0,75.0,,50.0,,50.0
deepseek-qwen,Individualism,88,1,2,,,25.0,,,,100.0,75.0,,50.0,,50.0
deepseek-qwen,Individualism,88,1,3,,,25.0,,,,100.0,75.0,,50.0,,50.0
deepseek-qwen,Individualism,9,1,1,,,0.0,,,,0.0,0.0,,0.0,,25.0
deepseek-qwen,Individualism,9,1,2,,,0.0,,,,0.0,0.0,,0.0,,25.0
deepseek-qwen,Individualism,9,1,3,,,0.0,,,,0.0,0.0,,0.0,,25.0
deepseek-qwen,Individualism,90,1,1,,,75.0,,,,25.0,50.0,,75.0,,50.0
deepseek-qwen,Individualism,90,1,2,,,75.0,,,,25.0,50.0,,75.0,,50.0
deepseek-qwen,Individualism,90,1,3,,,75.0,,,,25.0,50.0,,75.0,,50.0
deepseek-qwen,Individualism,97,1,1,,,75.0,,,,75.0,75.0,,75.0,,100.0
deepseek-qwen,Individualism,97,1,2,,,75.0,,,,75.0,75.0,,75.0,,100.0
deepseek-qwen,Individualism,97,1,3,,,75.0,,,,75.0,75.0,,75.0,,100.0
deepseek-qwen,Individualism,98,1,1,,,25.0,,,,50.0,50.0,,25.0,,25.0
deepseek-qwen,Individualism,98,1,2,,,25.0,,,,50.0,50.0,,25.0,,25.0
deepseek-qwen,Individualism,98,1,3,,,25.0,,,,50.0,50.0,,25.0,,25.0
deepseek-qwen,Individualism,99,1,1,,,100.0,,,,,100.0,,50.0,,50.0
deepseek-qwen,Individualism,99,1,2,,,100.0,,,,,100.0,,50.0,,50.0
deepseek-qwen,Individualism,99,1,3,,,100.0,,,,,100.0,,50.0,,50.0
deepseek-qwen,Indulgence,474,1,1,,,50.0,,,,50.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,474,1,2,,,50.0,,,,50.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,474,1,3,,,50.0,,,,50.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,476,1,1,,,0.0,,,,50.0,50.0,,0.0,,75.0
deepseek-qwen,Indulgence,476,1,2,,,0.0,,,,50.0,50.0,,0.0,,75.0
deepseek-qwen,Indulgence,476,1,3,,,0.0,,,,50.0,50.0,,0.0,,75.0
deepseek-qwen,Indulgence,477,1,1,,,100.0,,,,50.0,50.0,,50.0,,25.0
deepseek-qwen,Indulgence,477,1,2,,,100.0,,,,50.0,50.0,,50.0,,25.0
deepseek-qwen,Indulgence,477,1,3,,,100.0,,,,50.0,50.0,,50.0,,25.0
deepseek-qwen,Indulgence,478,1,1,,,25.0,,,,50.0,0.0,,25.0,,0.0
deepseek-qwen,Indulgence,478,1,2,,,25.0,,,,50.0,0.0,,25.0,,0.0
deepseek-qwen,Indulgence,478,1,3,,,25.0,,,,50.0,0.0,,25.0,,0.0
deepseek-qwen,Indulgence,479,1,1,,,50.0,,,,50.0,50.0,,25.0,,50.0
deepseek-qwen,Indulgence,479,1,2,,,50.0,,,,50.0,50.0,,25.0,,50.0
deepseek-qwen,Indulgence,479,1,3,,,50.0,,,,50.0,50.0,,25.0,,50.0
deepseek-qwen,Indulgence,481,1,1,,,75.0,,,,50.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,481,1,2,,,75.0,,,,50.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,481,1,3,,,75.0,,,,50.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,482,1,1,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,482,1,2,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,482,1,3,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,483,1,1,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,483,1,2,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,483,1,3,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,484,1,1,,,50.0,,,,,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,484,1,2,,,50.0,,,,,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,484,1,3,,,50.0,,,,,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,485,1,1,,,25.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,485,1,2,,,25.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,485,1,3,,,25.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,486,1,1,,,,,,,50.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,486,1,2,,,,,,,50.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,486,1,3,,,,,,,50.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,487,1,1,,,0.0,,,,25.0,25.0,,50.0,,25.0
deepseek-qwen,Indulgence,487,1,2,,,0.0,,,,25.0,25.0,,50.0,,25.0
deepseek-qwen,Indulgence,487,1,3,,,0.0,,,,25.0,25.0,,50.0,,25.0
deepseek-qwen,Indulgence,490,1,1,,,75.0,,,,75.0,50.0,,75.0,,50.0
deepseek-qwen,Indulgence,490,1,2,,,75.0,,,,75.0,50.0,,75.0,,50.0
deepseek-qwen,Indulgence,490,1,3,,,75.0,,,,75.0,50.0,,75.0,,50.0
deepseek-qwen,Indulgence,492,1,1,,,50.0,,,,50.0,50.0,,50.0,,25.0
deepseek-qwen,Indulgence,492,1,2,,,50.0,,,,50.0,50.0,,50.0,,25.0
deepseek-qwen,Indulgence,492,1,3,,,50.0,,,,50.0,50.0,,50.0,,25.0
deepseek-qwen,Indulgence,493,1,1,,,25.0,,,,25.0,25.0,,0.0,,25.0
deepseek-qwen,Indulgence,493,1,2,,,25.0,,,,25.0,25.0,,0.0,,25.0
deepseek-qwen,Indulgence,493,1,3,,,25.0,,,,25.0,25.0,,0.0,,25.0
deepseek-qwen,Indulgence,494,1,1,,,50.0,,,,50.0,75.0,,75.0,,75.0
deepseek-qwen,Indulgence,494,1,2,,,50.0,,,,50.0,75.0,,75.0,,75.0
deepseek-qwen,Indulgence,494,1,3,,,50.0,,,,50.0,75.0,,75.0,,75.0
deepseek-qwen,Indulgence,495,1,1,,,50.0,,,,50.0,50.0,,25.0,,50.0
deepseek-qwen,Indulgence,495,1,2,,,50.0,,,,50.0,50.0,,25.0,,50.0
deepseek-qwen,Indulgence,495,1,3,,,50.0,,,,50.0,50.0,,25.0,,50.0
deepseek-qwen,Indulgence,496,1,1,,,0.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,496,1,2,,,0.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,496,1,3,,,0.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,497,1,1,,,50.0,,,,25.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,497,1,2,,,50.0,,,,25.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,497,1,3,,,50.0,,,,25.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,498,1,1,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,498,1,2,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,498,1,3,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,499,1,1,,,25.0,,,,50.0,25.0,,0.0,,25.0
deepseek-qwen,Indulgence,499,1,2,,,25.0,,,,50.0,25.0,,0.0,,25.0
deepseek-qwen,Indulgence,499,1,3,,,25.0,,,,50.0,25.0,,0.0,,25.0
deepseek-qwen,Indulgence,500,1,1,,,25.0,,,,25.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,500,1,2,,,25.0,,,,25.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,500,1,3,,,25.0,,,,25.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,503,1,1,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,503,1,2,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,503,1,3,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,505,1,1,,,75.0,,,,0.0,0.0,,75.0,,0.0
deepseek-qwen,Indulgence,505,1,2,,,75.0,,,,0.0,0.0,,75.0,,0.0
deepseek-qwen,Indulgence,505,1,3,,,75.0,,,,0.0,0.0,,75.0,,0.0
deepseek-qwen,Indulgence,508,1,1,,,25.0,,,,25.0,25.0,,50.0,,50.0
deepseek-qwen,Indulgence,508,1,2,,,25.0,,,,25.0,25.0,,50.0,,50.0
deepseek-qwen,Indulgence,508,1,3,,,25.0,,,,25.0,25.0,,50.0,,50.0
deepseek-qwen,Indulgence,509,1,1,,,25.0,,,,25.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,509,1,2,,,25.0,,,,25.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,509,1,3,,,25.0,,,,25.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,510,1,1,,,0.0,,,,50.0,50.0,,0.0,,0.0
deepseek-qwen,Indulgence,510,1,2,,,0.0,,,,50.0,50.0,,0.0,,0.0
deepseek-qwen,Indulgence,510,1,3,,,0.0,,,,50.0,50.0,,0.0,,0.0
deepseek-qwen,Indulgence,511,1,1,,,25.0,,,,75.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,511,1,2,,,25.0,,,,75.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,511,1,3,,,25.0,,,,75.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,512,1,1,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,512,1,2,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,512,1,3,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,514,1,1,,,50.0,,,,50.0,,,50.0,,50.0
deepseek-qwen,Indulgence,514,1,2,,,50.0,,,,50.0,,,50.0,,50.0
deepseek-qwen,Indulgence,514,1,3,,,50.0,,,,50.0,,,50.0,,50.0
deepseek-qwen,Indulgence,517,1,1,,,25.0,,,,50.0,50.0,,0.0,,50.0
deepseek-qwen,Indulgence,517,1,2,,,25.0,,,,50.0,50.0,,0.0,,50.0
deepseek-qwen,Indulgence,517,1,3,,,25.0,,,,50.0,50.0,,0.0,,50.0
deepseek-qwen,Indulgence,518,1,1,,,0.0,,,,25.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,518,1,2,,,0.0,,,,25.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,518,1,3,,,0.0,,,,25.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,521,1,1,,,0.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,521,1,2,,,0.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,521,1,3,,,0.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,522,1,1,,,25.0,,,,50.0,0.0,,50.0,,25.0
deepseek-qwen,Indulgence,522,1,2,,,25.0,,,,50.0,0.0,,50.0,,25.0
deepseek-qwen,Indulgence,522,1,3,,,25.0,,,,50.0,0.0,,50.0,,25.0
deepseek-qwen,Indulgence,523,1,1,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,523,1,2,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,523,1,3,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,524,1,1,,,25.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,524,1,2,,,25.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,524,1,3,,,25.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,526,1,1,,,0.0,,,,0.0,50.0,,50.0,,25.0
deepseek-qwen,Indulgence,526,1,2,,,0.0,,,,0.0,50.0,,50.0,,25.0
deepseek-qwen,Indulgence,526,1,3,,,0.0,,,,0.0,50.0,,50.0,,25.0
deepseek-qwen,Indulgence,527,1,1,,,50.0,,,,25.0,0.0,,25.0,,0.0
deepseek-qwen,Indulgence,527,1,2,,,50.0,,,,25.0,0.0,,25.0,,0.0
deepseek-qwen,Indulgence,527,1,3,,,50.0,,,,25.0,0.0,,25.0,,0.0
deepseek-qwen,Indulgence,530,1,1,,,0.0,,,,50.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,530,1,2,,,0.0,,,,50.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,530,1,3,,,0.0,,,,50.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,531,1,1,,,75.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,531,1,2,,,75.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,531,1,3,,,75.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,532,1,1,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,532,1,2,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,532,1,3,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,534,1,1,,,25.0,,,,50.0,50.0,,50.0,,25.0
deepseek-qwen,Indulgence,534,1,2,,,25.0,,,,50.0,50.0,,50.0,,25.0
deepseek-qwen,Indulgence,534,1,3,,,25.0,,,,50.0,50.0,,50.0,,25.0
deepseek-qwen,Indulgence,539,1,1,,,75.0,,,,25.0,50.0,,0.0,,50.0
deepseek-qwen,Indulgence,539,1,2,,,75.0,,,,25.0,50.0,,0.0,,50.0
deepseek-qwen,Indulgence,539,1,3,,,75.0,,,,25.0,50.0,,0.0,,50.0
deepseek-qwen,Indulgence,540,1,1,,,75.0,,,,75.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,540,1,2,,,75.0,,,,75.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,540,1,3,,,75.0,,,,75.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,541,1,1,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,541,1,2,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,541,1,3,,,50.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,543,1,1,,,25.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,543,1,2,,,25.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,543,1,3,,,25.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,545,1,1,,,0.0,,,,25.0,50.0,,0.0,,50.0
deepseek-qwen,Indulgence,545,1,2,,,0.0,,,,25.0,50.0,,0.0,,50.0
deepseek-qwen,Indulgence,545,1,3,,,0.0,,,,25.0,50.0,,0.0,,50.0
deepseek-qwen,Indulgence,546,1,1,,,0.0,,,,0.0,0.0,,0.0,,0.0
deepseek-qwen,Indulgence,546,1,2,,,0.0,,,,0.0,0.0,,0.0,,0.0
deepseek-qwen,Indulgence,546,1,3,,,0.0,,,,0.0,0.0,,0.0,,0.0
deepseek-qwen,Indulgence,550,1,1,,,25.0,,,,25.0,25.0,,25.0,,50.0
deepseek-qwen,Indulgence,550,1,2,,,25.0,,,,25.0,25.0,,25.0,,50.0
deepseek-qwen,Indulgence,550,1,3,,,25.0,,,,25.0,25.0,,25.0,,50.0
deepseek-qwen,Indulgence,551,1,1,,,25.0,,,,0.0,0.0,,25.0,,50.0
deepseek-qwen,Indulgence,551,1,2,,,25.0,,,,0.0,0.0,,25.0,,50.0
deepseek-qwen,Indulgence,551,1,3,,,25.0,,,,0.0,0.0,,25.0,,50.0
deepseek-qwen,Indulgence,552,1,1,,,0.0,,,,25.0,75.0,,75.0,,75.0
deepseek-qwen,Indulgence,552,1,2,,,0.0,,,,25.0,75.0,,75.0,,75.0
deepseek-qwen,Indulgence,552,1,3,,,0.0,,,,25.0,75.0,,75.0,,75.0
deepseek-qwen,Indulgence,553,1,1,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,553,1,2,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,553,1,3,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,554,1,1,,,50.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,554,1,2,,,50.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,554,1,3,,,50.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,555,1,1,,,75.0,,,,25.0,75.0,,25.0,,25.0
deepseek-qwen,Indulgence,555,1,2,,,75.0,,,,25.0,75.0,,25.0,,25.0
deepseek-qwen,Indulgence,555,1,3,,,75.0,,,,25.0,75.0,,25.0,,25.0
deepseek-qwen,Indulgence,557,1,1,,,0.0,,,,0.0,0.0,,0.0,,0.0
deepseek-qwen,Indulgence,557,1,2,,,0.0,,,,0.0,0.0,,0.0,,0.0
deepseek-qwen,Indulgence,557,1,3,,,0.0,,,,0.0,0.0,,0.0,,0.0
deepseek-qwen,Indulgence,558,1,1,,,50.0,,,,50.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,558,1,2,,,50.0,,,,50.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,558,1,3,,,50.0,,,,50.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,560,1,1,,,,,,,100.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,560,1,2,,,,,,,100.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,560,1,3,,,,,,,100.0,25.0,,25.0,,25.0
deepseek-qwen,Indulgence,561,1,1,,,0.0,,,,50.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,561,1,2,,,0.0,,,,50.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,561,1,3,,,0.0,,,,50.0,75.0,,50.0,,50.0
deepseek-qwen,Indulgence,563,1,1,,,75.0,,,,75.0,0.0,,0.0,,0.0
deepseek-qwen,Indulgence,563,1,2,,,75.0,,,,75.0,0.0,,0.0,,0.0
deepseek-qwen,Indulgence,563,1,3,,,75.0,,,,75.0,0.0,,0.0,,0.0
deepseek-qwen,Indulgence,564,1,1,,,0.0,,,,0.0,0.0,,0.0,,0.0
deepseek-qwen,Indulgence,564,1,2,,,0.0,,,,0.0,0.0,,0.0,,0.0
deepseek-qwen,Indulgence,564,1,3,,,0.0,,,,0.0,0.0,,0.0,,0.0
deepseek-qwen,Indulgence,565,1,1,,,0.0,,,,0.0,75.0,,0.0,,75.0
deepseek-qwen,Indulgence,565,1,2,,,0.0,,,,0.0,75.0,,0.0,,75.0
deepseek-qwen,Indulgence,565,1,3,,,0.0,,,,0.0,75.0,,0.0,,75.0
deepseek-qwen,Indulgence,566,1,1,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,566,1,2,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,566,1,3,,,25.0,,,,50.0,50.0,,50.0,,50.0
deepseek-qwen,Indulgence,567,1,1,,,50.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,567,1,2,,,50.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,567,1,3,,,50.0,,,,25.0,50.0,,25.0,,25.0
deepseek-qwen,Indulgence,568,1,1,,,0.0,,,,0.0,0.0,,0.0,,25.0
deepseek-qwen,Indulgence,568,1,2,,,0.0,,,,0.0,0.0,,0.0,,25.0
deepseek-qwen,Indulgence,568,1,3,,,0.0,,,,0.0,0.0,,0.0,,25.0
deepseek-qwen,Indulgence,569,1,1,,,25.0,,,,25.0,25.0,,25.0,,25.0
